id|name|start|end|location_id|school_id|season_id|url|special_message|created|updated|active|insurance|venue|photo_password|medical_report|photo_url|registration|public_price|show_payment_parent|show_rebate_parent|reminder_camp_days|reminder_discount_days|end_registration|start_registration|special_message_admin|show_paypal_button|paypal_button|currency_id|occupancy_camp|show_payment_order
59|CAMP GREENGATES FORM 1 JUNE 2008|2008-06-23 01:00:00-05|2008-06-25 01:00:00-05|2|22|30|http://www.greengates.kincamp.com||2008-05-08|2008-09-26|t||||||t|0|f|f|7|7|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|t
60|CAMP GREENGATES FORM 2 JUNE 2008|2008-06-23 01:00:00-05|2008-06-25 01:00:00-05|18|22|30|http://www.greengates.kincamp.com||2008-05-08|2008-09-26|t||||||t|0|f|f|7|7|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|t
61|CAMP OLINCA PEP CUERNA JUNIO 2008|2008-06-05 01:00:00-05|2008-06-07 01:00:00-05|2|6|30|http://www.olincacuerna.kincamp.com||2008-05-08|2008-09-26|t||||||t|0|f|f|7|7|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|t
50|CAMP GOLDENWOODS JUNIO 2008|2008-06-02 01:00:00-05|2008-06-04 01:00:00-05|2|19|30|http://||2008-02-05|2008-09-26|t||||||t|0|f|f|7|7|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|t
37|CAMP UNICELAYA 3 SEC MAYO 2008|2008-05-29 01:00:00-05|2008-06-01 01:00:00-05|16|11|15|http://www.unicelaya.kincamp.com||2007-10-16|2008-09-26|t||||||t|0|f|f|7|7|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|t
55|CAMP ETON 4 PRIM MAYO 2008|2008-05-26 01:00:00-05|2008-05-30 01:00:00-05|2|20|30|http://www.eton.kincamp.com||2008-03-06|2008-09-26|t||||||t|0|f|f|7|7|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|t
42|CAMP UNICELAYA 6 PRIMARIA MAYO 2008|2008-05-22 01:00:00-05|2008-05-25 01:00:00-05|18|11|30|http://www.unicelaya.kincamp.com||2008-01-21|2008-09-26|t||||||t|0|f|f|7|7|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|t
48|CAMP FORMUS MAYO 2008|2008-05-21 01:00:00-05|2008-05-23 01:00:00-05|16|17|30|http://www.formus.kincamp.com||2008-01-23|2008-09-26|t||||||t|0|f|f|7|7|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|t
56|CAMP LONDON SCHOOL KINDER MAYO 2008|2008-05-13 01:00:00-05|2008-05-14 01:00:00-05|2|10|15|http://www.london.kincamp.com||2008-04-02|2008-09-26|t||||||t|0|f|f|7|7|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|t
57|CAMP EMANUEL MOUNIER SECUNDARIA MAYO 2008|2008-05-07 01:00:00-05|2008-05-09 01:00:00-05|2|21|30|http://www.mounier.kincamp.com||2008-04-14|2008-09-26|t||||||t|0|f|f|7|7|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|t
41|CAMP MIRAFLORES CUERNA 3 SEC ABRIL 2008|2008-05-01 01:00:00-05|2008-05-05 01:00:00-05|16|14|30|http://www.miraflores.kincamp.com||2008-01-11|2008-09-26|t||||||t|0|f|f|7|7|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|t
36|CAMP LONDON SCHOOL CUERNA 3 SEC ABRIL 2008|2008-04-21 01:00:00-05|2008-04-25 01:00:00-05|19|10|30|http://www.london.kincamp.com|FAVOR DE IMPRIMIR ESTE COMPROBANTE DE INSCRIPCION Y ENTREGARLO A CONSTANZA PORTONI.|2007-09-12|2008-09-26|t||||||t|0|f|f|7|7|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|t
46|CAMP COLEGIO INTERNACIONAL DE MEXICO ABRIL 2008|2008-04-11 01:00:00-05|2008-04-13 01:00:00-05|2|16|30|http://www.inter.kincamp.com||2008-01-23|2008-09-26|t||||||t|0|f|f|7|7|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|t
49|CAMP COLEGIO MEXICO DE COATZACOALCOS MARZO 2008|2008-03-28 00:00:00-06|2008-04-03 00:00:00-06|2|1|30|http://||2008-02-05|2008-09-26|t||||||t|0|f|f|7|7|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|t
44|CAMP REGINA 3 SEC MARZO 2008|2008-03-07 00:00:00-06|2008-03-09 00:00:00-06|2|15|30|http://www.regina.kincamp.com||2008-01-23|2008-09-26|t||||||t|0|f|f|7|7|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|t
80|VIAJE DE GENERACION MARYMOUNT PREPA ENERO 2009|2009-01-30 00:00:00-06|2009-02-02 00:00:00-06|14|65|15|http://www.marymount.kincamp.com/||2008-11-12|2015-03-23|t||El colegio|kincampmarymount|||t|0|f|f|7|7|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|t
20026|Columbia 2º Sec. Marzo 2015|2015-03-06 07:00:00-06|2015-03-08 18:00:00-06|5|105|2|http://kincamp.com/columbia/||2014-10-01|2015-03-04|t|50000|El Colegio|kincampcolumbia|||t|0|f|f|7|7|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|t
20057|Von Glumer Roma Primaria 2015|2015-04-22 06:30:00-05|2015-04-24 18:30:00-05|27|47|2|http://kincamp.com/bvg||2014-10-14|2015-04-24|t|50000|el colegio|kincampbvg|||t|0|f|f|7|7|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|t
20022|Luis Vives  Marzo 2015|2015-03-20 06:45:00-06|2015-03-22 18:00:00-06|5|28|2|http://kincamp.com/luisvives/||2014-09-29|2015-03-17|t|50000|colegio|kincampluisvives|||t|0|f|f|7|7|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|t
32|CAMP OLINCA D.F. 2 Y 3 OCTUBRE 2007|2007-10-26 01:00:00-05|2007-10-28 01:00:00-05|18|5|30|http://www.olinca.kincamp.com|EL COSTO DEL CAMPAMENTO ES DE $3,000.00 (TRES MIL PESOS 00/100 MN)\\\\r\\nDEBE ESTAR LIQUIDADO ANTES DEL 17 DE OCTUBRE DE 2007, EL CUAL DEBERA SER PAGADO EN LAS CAJAS DEL COLEGIO.   \\\\r\\nESTE DIA SE CIERRAN LAS INSCRIPCIONES.    \\\\r\\nPUEDEN APARTAR LUGAR  CON UN DEPOSITO DE $1,000 PESOS (MIL PESOS) EN LAS CAJAS DE AMBOS PLANTELES.  \\\\r\\n\\\\r\\n\\\\r\\nLAS LISTAS DE ROPA Y FICHAS DE INSCRIPCION ESTAN DISPONIBLES EN LA PAGINA DE INTERNET WWW.OLINCA.KINCAMP.COM   DONDE PODRAN VER LOS DATOS MAS RELEVANTES DE ESTE CAMPAMENTO.    \\\\r\\nTAMBIEN PUEDEN ENCONTRAR MAS INFORMACION EN LA PAGINA DE WWW.KINCAMP.COM|2007-09-03|2008-09-26|t||||||t|0|f|f|7|7|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|t
22|CAMP OLINCA CUERNA PAI SEPTIEMBRE 2007|2007-09-20 01:00:00-05|2007-09-22 01:00:00-05|16|6|30|http://www.olincacuernavaca.kincamp.com/secundaria.html||2007-08-08|2008-09-26|t||||||t|0|f|f|7|7|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|t
335|VERANO SENIOR 2014|2014-07-27 01:00:00-05|2014-08-09 01:00:00-05|32|1|49|http://kincamp.com/verano|<p>&iexcl;PUEDES PAGAR EL CAMPAMENTO CON TU TARJETA DE CREDITO O DEBITO!</p>\n|2013-08-21|2014-07-29|t|50000|||||t|0|f|f|7|7|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|t
365|GREENGATES FORM3 2014|2014-06-23 01:00:00-05|2014-06-25 01:00:00-05|32|22|50|http://kincamp.com/greengates||2013-11-25|2014-06-23|t|50000|||||t|0|f|f|7|7|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|t
381|COLEGIO MEXICO DE TEHUACAN 6TO DE PRIMARIA 2014|2014-06-14 01:00:00-05|2014-06-16 01:00:00-05|32|77|15|http://www.kincamp.com/cmt|<p>EN PAGOS CON TARJETA DE CREDITO APLICA UN 5% DE COMISION.</p>\n|2014-03-06|2014-07-10|t|50000|||||t|0|f|f|7|7|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|t
20039|London 6to Primaria 2015|2015-04-27 06:30:00-05|2015-05-01 17:30:00-05|32|10|2|http://kincamp.com/london/||2014-10-01|2015-04-27|t|50000|El colegio|kincamplondon|||t|0|f|f|7|7|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|t
20062|Formus Monterrey 2015|2015-05-12 08:00:00-05|2015-05-14 16:00:00-05|29|17|2|http://kincamp.com/formus/||2014-10-20|2015-05-12|t|50000|el Hotel Bahía Escondida|kincampformus|||t|0|f|f|7|7|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|t
20042|Eton 2015|2015-05-18 06:30:00-05|2015-05-22 13:00:00-05|32|20|2|http://kincamp.com/eton/||2014-10-01|2015-05-17|t|50000|el colegio|kincampeton|||t|0|f|f|7|7|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|t
20061|Tomás Moro 4to Prim. 2015|2015-02-17 08:00:00-06|2015-02-18 17:00:00-06|5|66|2|http://kincamp.com/tomasmoro||2014-10-17|2015-02-17|t|50000|el colegio|kincamptomasmoro|||t|0|f|f|7|7|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|t
20006|Churchill 1ro Sec  Septiembre 2014|2014-09-09 01:00:00-05|2014-09-12 01:00:00-05|32|48|1|http://kincamp.com/tcs|<p>&iexcl;Ahora puedes pagar el campamento con tarjeta de cr&eacute;dito** a trav&eacute;s de Paypal!<br />\n<br />\n** En pago con tarjeta aplica un cargo del 5% de comisi&oacute;n.</p>\n|2014-08-13|2014-09-08|t|50000|||||t|0|f|f|7|7|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|t
20053|MaryMount 6to Primaria 2015|2015-06-15 07:00:00-05|2015-06-17 18:00:00-05|35|65|2|http://kincamp.com/marymount-primaria/||2014-10-07|2015-06-15|t|50000|el colegio |kincampmm|||t|0|f|f|7|7|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|t
20054|Greengates F1 2015|2015-06-22 08:30:00-05|2015-06-24 18:00:00-05|5|22|2|http://www.kincamp.com/greengates||2014-10-09|2015-06-24|t|50000|at school|kincampgreengates|||t|0|f|f|7|7|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|t
20037|Tomás Moro Cuajimalpa Sec. 2015|2015-03-25 06:15:00-06|2015-03-26 17:30:00-06|32|66|2|http://kincamp.com/tomasmoro/||2014-10-01|2015-09-25|t|50000|el colegio|kincamptomasmoro|||t|0|f|f|7|7|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|t
20048|CIMAT 2015|2015-06-26 06:00:00-05|2015-06-28 18:00:00-05|32|76|2|http://kincamp.com/cimat/||2014-10-01|2015-08-21|t|50000|el colegio|kincampcimat|||t|0|f|f|7|7|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|t
20031|Olinca Prepri 2015|2015-03-05 07:30:00-06|2015-03-07 18:00:00-06|32|5|2|http://www.kincamp.com/olinca||2014-10-01|2015-03-03|t|50000|el colegio|kincampolinca|||t|0|f|f|7|7|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|t
20065|Columbia 3ero Secundaria 2014|2014-11-21 00:00:00-06|2014-11-23 00:00:00-06|34|105|1|||2014-11-04|2014-11-22|t|50000|||||t|0|f|f|7|7|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|t
20002|SIERRA NEVADA PADRES E HIJ@S 2014|2014-06-21 01:00:00-05|2014-06-22 01:00:00-05|1|102|50|http://kincamp.com/sierranevada|<p>EN PAGOS CON TARJETA DE CREDITO APLICA UN 5% DE COMISION.</p>\n\n<p>&nbsp;</p>\n\n<p>Te pedimos que nos env&iacute;es un correo a <strong><em>info@kincamp.com</em></strong> con la <u><strong>fecha de nacimiento del pap&aacute; </strong></u>que nos acompa&ntilde;ar&aacute; para poder agregarlo al seguro de gastos vs accidentes.</p>\n|2014-05-16|2014-06-19|t|50000|||||t|0|f|f|7|7|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|t
20011|Greengates J4 Camp November 2014|2014-11-10 00:00:00-06|2014-11-13 00:00:00-06|32|22|1|||2014-08-13|2014-11-09|t|50000|||||t|0|f|f|7|7|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|t
20005|Colegio Vista Hermosa 1º Secundaria 2014|2014-10-02 01:00:00-05|2014-10-04 01:00:00-05|32|36|1|http://www.kincamp.com/cvh||2014-06-05|2014-10-04|t|50000|||||t|0|f|f|7|7|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|t
20044|Tomás Moro Lomas 4º Prim. 2015|2015-05-25 06:30:00-05|2015-05-27 17:00:00-05|34|128|2|http://kincamp.com/tml||2014-10-01|2016-08-22|t|50000|el colegio|kincamptml|||t|0|f|f|7|7|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|t
20043|Nuevo Continente Cuerna 3º Sec. 2015|2015-05-23 07:00:00-05|2015-05-26 18:00:00-05|32|68|2|http://kincamp.com/ncc||2014-10-01|2015-05-22|t|50000|el colegio |kincampncc|||t|0|f|f|7|7|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|t
20049|Goldenwoods 2015|2015-06-29 07:00:00-05|2015-07-01 18:00:00-05|32|19|2|http://www.kincamp.com/goldenwoods||2014-10-01|2015-07-01|t|50000|el colegio |kincampgoldenwoods|||t|0|f|f|7|7|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|t
20007|Churchill 2do Sec Noviembre 2014|2014-11-11 00:00:00-06|2014-11-14 00:00:00-06|27|48|1|http://kincamp.com/tcs|<p>&iexcl;Ahora puedes pagar el campamento con tarjeta de cr&eacute;dito** a trav&eacute;s de Paypal!<br />\n<br />\n** En pago con tarjeta aplica un cargo del 5% de comisi&oacute;n.</p>\n|2014-08-13|2015-09-21|t|50000|||||t|0|f|f|7|7|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|t
20045|Hamilton Sec. 2015|2015-05-28 06:00:00-05|2015-05-31 18:00:00-05|32|54|2|http://kincamp.com/hamilton/||2014-10-01|2015-05-28|t|50000|el colegio |kincamphamilton|||t|0|f|f|7|7|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|t
20017|Montessori Condesa 2014|2014-11-03 00:00:00-06|2014-11-07 00:00:00-06|27|75|1|http://kincamp.com/mdlc/|<p><span style="line-height: 20.7999992370605px;">&iexcl;Ahora puedes pagar el campamento con tarjeta de cr&eacute;dito** a trav&eacute;s de Paypal!</span><br style="line-height: 20.7999992370605px;" />\n<br style="line-height: 20.7999992370605px;" />\n<span style="line-height: 20.7999992370605px;">** En pago con tarjeta aplica un cargo del 5% de comisi&oacute;n.</span></p>\n|2014-09-12|2014-11-05|t|50000|||||t|0|f|f|7|7|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|t
20056|Greengates  F2 and F3 2015|2015-06-22 08:30:00-05|2015-06-24 18:00:00-05|32|22|2|http://www.kincamp.com/greengates||2014-10-09|2015-06-22|t|50000|at school|kincampgreengates|||t|0|f|f|7|7|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|t
20008|ASF 7th Grade Camp February 2015|2015-02-23 06:15:00-06|2015-02-27 16:30:00-06|3|7|2|http://www.kincamp.com/asf||2014-08-13|2015-02-23|t|50000|ASF CAMPUS|kincampasf|||t|0|f|f|7|7|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|t
20030|Tomás Moro Cuajimalpa 5to 2015|2015-05-13 07:30:00-05|2015-05-14 17:00:00-05|32|66|2|http://kincamp.com/tomasmoro/||2014-10-01|2015-05-12|t|50000|el colegio|kincamptomasmoro|||t|0|f|f|7|7|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|t
20019|Nuevo Continente Metepec 3ro Sec. 2015|2015-05-15 07:00:00-05|2015-05-17 18:00:00-05|32|52|2|http://kincamp.com/ncm/||2014-09-22|2015-05-13|t|50000|el colegio|kincampncm|||t|0|f|f|7|7|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|t
20067|Camp de prueba 1|2015-01-09 05:11:24-06|2015-01-10 00:00:00-06|24|8|15|http://www.google.com/||2014-11-25|2016-02-12|t|1000000|el colegio|1234|||t|0|f|f|7|7|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|t
20018|Bilbao Primaria Mar 2015|2015-03-23 07:45:00-06|2015-03-25 18:00:00-06|32|9|2|http://www.kincamp.com/bilbao|<p>&iexcl;Ahora puedes pagar el campamento con tu tarjeta de cr&eacute;dito / d&eacute;bito a trav&eacute;s de PAYPAL!&nbsp;</p>\n\n<p>* Ojo, en pago con tarjeta aplica un 5% de comisi&oacute;n.</p>\n|2014-09-19|2015-03-26|t|50000|colegio|kincampbilbao|||t|0|f|f|7|7|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|t
20460|Capacitación PITS Noviembre 2018|2018-11-10 10:00:00-06|2018-11-10 15:00:00-06|4|119|57|||2018-09-14|2022-10-03|t|0|oficina kincampera|no hay|||t|0|f|f|15|15|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|f
20501|ASF 7th B|2018-10-22 08:30:00-05|2018-10-26 13:30:00-05|32|7|57|||2018-10-22|2022-10-03|t|150000|at school|amigosasf718|||f|0|f|f|15|15|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|f
20502|ASF 7th C|2018-10-22 08:30:00-05|2018-10-26 13:30:00-05|32|7|57|||2018-10-22|2022-10-03|t|150000|at school|amigosasf718|||f|0|f|f|15|15|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|f
20260|Vallarta Feb. 2017|2017-02-24 07:30:00-06|2017-02-26 18:00:00-06|32|51|51|http://www.kincamp.com/vallarta|<p>El costo del campamento es de $3,250&nbsp;pesos (Tres mil doscientos cincuenta&nbsp;pesos 00/100MN)</p>\n\n<p>Inscripci&oacute;n y primer fecha de pago 31 de octubre $850</p>\n\n<p>2do pago 30 de Noviembre $800</p>\n\n<p>3er pago 2 de enero $800</p>\n\n<p>4to pago 10 de febrero $800</p>\n\n<p>Ponemos a tu disposici&oacute;n las siguientes formas de pago:</p>\n\n<p>*Dep&oacute;sito o transferencia a la cuenta:</p>\n\n<p>BBVA BANCOMER<br />\n&Aacute;NGELA PATRICIA &Aacute;VILA ROJAS<br />\nCta 0199909435 &nbsp;Clabe 012180001999094351</p>\n\n<p>*Con tarjeta de cr&eacute;dito v&iacute;a PAYPAL en nuestro sistema de inscripci&oacute;n (Ojo, en pago con tarjeta aplica 5% de comisi&oacute;n).</p>\n\n<p><strong>IMPORTANTE:</strong></p>\n\n<p>**Mandar el comprobante de pago a pagos@kincamp.com indicando: nombre completo del participante, escuela y grado.</p>\n\n<p>**En caso de requerir factura se agregar&aacute; el IVA correspondiente y te pedimos nos contactes para indicarte la forma de realizar el pago**</p>\n|2016-10-06|2017-02-23|t|150000|colegio|kincampvallarta|||f|0|f|f|7|7|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|t
20207|ASF 7th grade Sept. 2016|2016-09-26 06:00:00-05|2016-09-30 16:15:00-05|3|7|9|http://www.kincamp.com/asf||2016-06-22|2016-09-26|t|150000|at school|kincampasf||www.kincamp.com/asf|t|0|f|f|7|7|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|t
20239|Day Camp CCM 1ro. Mayo 2017|2017-05-26 07:00:00-05|2017-05-26 18:00:00-05||50|51|http://www.kincamp.com/ccm||2016-09-07|2017-05-26|t|150000|el colegio|kincampccm|||t|0|f|f|7|7|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|t
20334|Piaget 5to. primaria Octubre 2017|2017-10-23 06:30:00-05|2017-10-27 16:00:00-05|2|123|52|http://www.kincamp.com/piaget||2017-08-14|2017-12-21|t|150000|el colegio|kincamppiaget|||t|6900|f|f|7|7|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|t
20302|Goldenwoods Mayo 2017|2017-05-05 07:30:00-05|2017-05-07 18:00:00-05|2|19|51|http://www.kincamp.com/goldenwoods|<p>El costo del campamento es de $3,750&nbsp;pesos (Tres mil setecientos cincuenta pesos&nbsp;00/100MN).</p>\n\n<p><strong>Fechas de pago:</strong></p>\n\n<p>28 de Febrero $1,000 Inscripci&oacute;n</p>\n\n<p>17 de Marzo $1000 2do pago</p>\n\n<p>31 de Marzo $1000 3 pago</p>\n\n<p>25 de Abril $750 Fecha l&iacute;mite de pago</p>\n\n<p>Ponemos a tu disposici&oacute;n 2 formas de pago:</p>\n\n<p><strong>*Dep&oacute;sito o transferencia a la cuenta:</strong></p>\n\n<p>BBVA BANCOMER<br />\n&Aacute;NGELA PATRICIA &Aacute;VILA ROJAS<br />\nCta 0199909435 &nbsp;Clabe 012180001999094351</p>\n\n<p>*Con tarjeta de cr&eacute;dito v&iacute;a PAYPAL en nuestro sistema de inscripci&oacute;n (Ojo, en pago con tarjeta aplica 5% de comisi&oacute;n).</p>\n\n<p><strong>IMPORTANTE:</strong></p>\n\n<p>**Mandar el comprobante de pago a pagos@kincamp.com indicando: nombre completo del participante, escuela y grado.</p>\n\n<p>**En caso de requerir factura se agregar&aacute; el IVA correspondiente y te pedimos nos contactes para indicarte la forma de realizar el pago**</p>\n|2017-02-09|2017-05-04|t|150000|el colegio|kincampgoldenwoods|||t|0|f|f|7|7|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|t
20308|ATS - Prepa|2017-04-03 09:00:00-05|2017-04-07 13:00:00-05|30|118|51|||2017-03-29|2017-04-03|t|0|oficina|kincampats|||t|0|f|f|7|7|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|t
20290|Kin Corp: GNP Dirección Gral Enero 2017|2017-01-13 08:00:00-06|2017-01-13 18:00:00-06||119|51|||2017-01-10|2017-01-13|t|0|Vips San Jerónimo|-|||t|0|f|f|7|7|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|t
20287|Alqimia 5.0 Enero 2017|2017-01-20 07:00:00-06|2017-01-22 18:00:00-06|25|119|51|||2017-01-02|2017-01-19|t|0|-|-|||t|0|f|f|7|7|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|t
20351|Greengates F1 - June 2018|2018-06-25 08:00:00-05|2018-06-27 16:00:00-05|48|22|55|http://www.kincamp.com/greengates||2017-08-25|2022-10-03|t|150000|at school|kincampgreengates|||f|3900|f|f|7|7|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|f
20269|CEM Marzo 2017|2017-03-31 06:30:00-06|2017-04-02 18:00:00-05|44|57|51|http://www.kincamp.com/cem|<p>El costo del campamento es de $3,200 pesos (Tres mil doscientos&nbsp;pesos 00/100MN)</p>\n\n<p>Se paga directamente en el colegio.</p>\n|2016-10-28|2017-03-30|t|150000|el colegio|kincampcem|||t|0|f|f|7|7|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|t
20309|Liceo CM2 - Fiesta de fin de ciclo 2017|2017-06-03 08:00:00-05|2017-06-03 18:30:00-05||43|7|http://www.kincamp.com/cm2||2017-04-25|2017-06-01|t|150000|el colegio|kincampcm2|||t|0|f|f|7|7|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|t
20291|Kin Corp: TMI Abogados Enero 2017|2017-01-27 08:00:00-06|2017-01-28 18:00:00-06|25|119|51|||2017-01-10|2017-01-25|t|0|Toks Santa Fe|-|||t|0|f|f|7|7|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|t
20337|Piaget 3ro. primaria Noviembre 2017|2017-11-01 06:30:00-06|2017-11-03 16:00:00-06|34|123|52|http://www.kincamp.com/piaget||2017-08-14|2017-12-21|t|150000|el colegio|kincamppiaget|||t|4700|f|f|7|7|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|t
20294|Formus MTY Junio 2017|2017-06-20 07:30:00-05|2017-06-24 17:00:00-05|29|17|53|http://www.kincamp.com/formus||2017-01-26|2017-12-21|t|150000|el Hotel Bahía Escondida |kincampformus|||t|1350|f|f|7|7|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|t
20255|Hamilton Mayo 2017|2017-05-25 06:00:00-05|2017-05-28 18:00:00-05|32|54|51|http://www.kincamp.com/hamilton|<p>El costo del campamento es de $6,000 pesos (Seis mil&nbsp;pesos 00/100MN). En caso de cancelaci&oacute;n despu&eacute;s del 6 de abril 2017, no se devolver&aacute;n anticipos.</p>\n\n<p><strong>Ponemos a tu disposici&oacute;n&nbsp;las siguientes fechas y formas&nbsp;de pago:</strong></p>\n\n<p>$2000.00&nbsp; apartado al 28 de octubre 2016</p>\n\n<p>$2000.00 antes del 16 de diciembre 2016</p>\n\n<p>$2000.00 antes del 3 de&nbsp; mayo 2017</p>\n\n<p>*Dep&oacute;sito o transferencia a la cuenta:</p>\n\n<p>BBVA BANCOMER<br />\nKIN CAMP S.A. DE C.V.<br />\nCta 0146450970&nbsp; Clabe 012180001464509708</p>\n\n<p><strong>IMPORTANTE:</strong></p>\n\n<p>**El comprobante se tiene que entregar a la escuela en original y pueden enviar una copia a pagos@kincamp.com&nbsp;indicando: nombre completo del participante, escuela y grado.</p>\n|2016-09-27|2017-05-25|t|150000|el colegio|kincamphamilton|||t|0|f|f|7|7|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|t
20270|CIMAT Junio 2017|2017-06-23 06:30:00-05|2017-06-25 17:00:00-05|32|76|53|http://www.kincamp.com/cimat|<p>El costo del campamento es de $3,600 pesos (Tres mil seiscientos pesos 00/100MN)</p>\n\n<p>Se paga directamente en el colegio.</p>\n|2016-10-28|2017-12-21|t|150000|el colegio|kincampcimat|||t|3600|f|f|7|7|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|t
