id|parent_id|camper_id|camp_id|paid|payment_date|created|updated|payment_amount|txn_number|payment_method_id|txn_type_id|currency_id
1155|7915|7694|20051|t|2015-04-30|2015-10-11|2017-12-21|0|7694|6|1|1
1223|22326|22601|20063|t|2015-05-04|2015-10-11|2017-12-21|0|22601|6|1|1
1219|22300|22577|20063|t|2015-05-04|2015-10-11|2017-12-21|0|22577|6|1|1
1225|22202|22605|20063|t|2015-05-04|2015-10-11|2017-12-21|0|22605|6|1|1
1206|22217|22483|20063|t|2015-05-04|2015-10-11|2017-12-21|0|22483|6|1|1
1220|22301|22578|20063|t|2015-05-04|2015-10-11|2017-12-21|0|22578|6|1|1
1224|22329|22604|20063|t|2015-05-05|2015-10-11|2017-12-21|0|22604|6|1|1
1201|22190|22457|20063|t|2015-05-05|2015-10-11|2017-12-21|0|22457|6|1|1
1231|22357|22637|20063|t|2015-05-05|2015-10-11|2017-12-21|0|22637|6|1|1
1230|22354|22635|20063|t|2015-05-05|2015-10-11|2017-12-21|0|22635|6|1|1
1232|22361|22644|20063|t|2015-05-06|2015-10-11|2017-12-21|0|22644|6|1|1
1200|7921|7701|20051|t|2015-05-07|2015-10-11|2017-12-21|0|7701|6|1|1
1215|22294|22569|20063|t|2015-05-07|2015-10-11|2017-12-21|0|22569|6|1|1
1199|21760|22443|20063|t|2015-05-07|2015-10-11|2017-12-21|0|22443|6|1|1
1242|22391|22680|20063|t|2015-05-08|2015-10-11|2017-12-21|0|22680|6|1|1
1243|22402|22691|20063|t|2015-05-08|2015-10-11|2017-12-21|0|22691|6|1|1
1189|6480|7695|20051|t|2015-05-08|2015-10-11|2017-12-21|0|7695|6|1|1
1246|7924|7706|20051|t|2015-05-08|2015-10-11|2017-12-21|0|7706|6|1|1
1248|22435|22735|20049|f|2015-10-11|2015-10-11|2017-12-21|0|22735|6|1|1
1247|22423|22718|20063|t|2015-05-11|2015-10-11|2017-12-21|0|22718|6|1|1
1169|22058|22306|20063|t|2015-05-11|2015-10-11|2017-12-21|0|22306|6|1|1
1167|22050|22299|20063|t|2015-05-11|2015-10-11|2017-12-21|0|22299|6|1|1
1241|22397|22687|20063|t|2015-05-14|2015-10-11|2017-12-21|0|22687|6|1|1
1213|7901|7679|20051|t|2015-05-26|2015-10-11|2017-12-21|0|7679|6|1|1
1234|7912|7690|20051|t|2015-05-26|2015-10-11|2017-12-21|0|7690|6|1|1
1249|7934|7717|20051|t|2015-05-28|2015-10-11|2017-12-21|0|7717|6|1|1
1233|7906|7684|20051|t|2015-05-28|2015-10-11|2017-12-21|0|7684|6|1|1
1144|8002|7772|20051|t|2015-05-28|2015-10-11|2017-12-21|0|7772|6|1|1
1153|6470|7699|20051|t|2015-06-08|2015-10-11|2017-12-21|0|7699|6|1|1
1235|22311|22668|20049|t|2015-06-17|2015-10-11|2017-12-21|0|22668|6|1|1
1170|9163|8724|20069|t|2015-07-01|2015-10-11|2017-12-21|0|8724|6|1|1
1239|5206|5290|20068|t|2015-07-02|2015-10-11|2017-12-21|0|5290|6|1|1
1237|8720|8395|20068|t|2015-07-06|2015-10-11|2017-12-21|0|8395|6|1|1
1238|9940|9397|20068|t|2015-07-08|2015-10-11|2017-12-21|0|9397|6|1|1
1229|21117|21222|20066|t|2015-07-09|2015-10-11|2017-12-21|0|21222|6|1|1
1217|10340|22571|20068|t|2015-06-29|2015-10-11|2017-12-21|0|22571|6|1|1
1216|10340|22570|20068|t|2015-06-29|2015-10-11|2017-12-21|0|22570|6|1|1
1148|21996|22235|20069|t|2015-07-13|2015-10-11|2017-12-21|0|22235|6|1|1
1157|22034|22281|20063|t|2015-05-11|2015-10-11|2017-12-21|0|22281|6|1|1
1255|22454|22762|20063|t|2015-05-12|2015-10-11|2017-12-21|0|22762|6|1|1
1257|6080|6204|20063|t|2015-05-12|2015-10-11|2017-12-21|0|6204|6|1|1
1266|7927|7708|20051|t|2015-05-13|2015-10-11|2017-12-21|0|7708|6|1|1
1260|22463|22775|20063|t|2015-05-13|2015-10-11|2017-12-21|0|22775|6|1|1
1259|22462|22774|20063|t|2015-05-14|2015-10-11|2017-12-21|0|22774|6|1|1
1269|22478|22797|20063|t|2015-05-14|2015-10-11|2017-12-21|0|22797|6|1|1
1274|7946|7729|20051|t|2015-05-18|2015-10-11|2017-12-21|0|7729|6|1|1
1277|6091|22011|20069|f|2015-10-11|2015-10-11|2017-12-21|0|22011|6|1|1
1267|22475|22793|20088|t|2015-05-21|2015-10-11|2017-12-21|0|22793|6|1|1
1273|22495|22816|20088|t|2015-05-21|2015-10-11|2017-12-21|0|22816|6|1|1
1275|22500|22820|20088|t|2015-05-21|2015-10-11|2017-12-21|0|22820|6|1|1
1281|22511|22850|20088|t|2015-05-21|2015-10-11|2017-12-21|0|22850|6|1|1
1282|22534|22853|20088|t|2015-05-21|2015-10-11|2017-12-21|0|22853|6|1|1
1290|22560|22876|20088|t|2015-05-25|2015-10-11|2017-12-21|0|22876|6|1|1
1296|22577|22892|20088|t|2015-05-26|2015-10-11|2017-12-21|0|22892|6|1|1
1295|7953|7738|20051|t|2015-05-26|2015-10-11|2017-12-21|0|7738|6|1|1
1279|22525|22843|20088|t|2015-05-27|2015-10-11|2017-12-21|0|22843|6|1|1
1270|22481|22800|20088|t|2015-05-27|2015-10-11|2017-12-21|0|22800|6|1|1
1299|10064|9491|20051|t|2015-05-27|2015-10-11|2017-12-21|0|9491|6|1|1
1294|7916|7696|20051|t|2015-05-27|2015-10-11|2017-12-21|0|7696|6|1|1
1271|1763|1706|20088|t|2015-05-27|2015-10-11|2017-12-21|0|1706|6|1|1
1397|22895|23235|20050|t|2015-06-30|2015-10-11|2017-12-21|0|23235|6|1|1
1308|7908|7686|20051|t|2015-05-28|2015-10-11|2017-12-21|0|7686|6|1|1
1272|7978|7760|20051|t|2015-05-28|2015-10-11|2017-12-21|0|7760|6|1|1
1310|1692|1622|20088|t|2015-05-28|2015-10-11|2017-12-21|0|1622|6|1|1
1263|22464|22776|20088|t|2015-05-28|2015-10-11|2017-12-21|0|22776|6|1|1
1288|22552|22871|20088|t|2015-05-28|2015-10-11|2017-12-21|0|22871|6|1|1
1303|22589|22911|20088|t|2015-05-28|2015-10-11|2017-12-21|0|22911|6|1|1
1302|22589|22910|20088|t|2015-05-28|2015-10-11|2017-12-21|0|22910|6|1|1
1291|22564|22877|20088|t|2015-05-28|2015-10-11|2017-12-21|0|22877|6|1|1
1292|22565|22884|20088|t|2015-05-28|2015-10-11|2017-12-21|0|22884|6|1|1
1298|22583|22909|20088|t|2015-05-29|2015-10-11|2017-12-21|0|22909|6|1|1
1318|22613|22936|20088|t|2015-05-29|2015-10-11|2017-12-21|0|22936|6|1|1
1297|7904|7682|20051|t|2015-05-30|2015-10-11|2017-12-21|0|7682|6|1|1
1319|10059|9488|20051|t|2015-05-30|2015-10-11|2017-12-21|0|9488|6|1|1
1321|22615|22939|20088|t|2015-05-30|2015-10-11|2017-12-21|0|22939|6|1|1
1313|22607|22930|20088|t|2015-05-30|2015-10-11|2017-12-21|0|22930|6|1|1
1327|22621|22944|20049|f|2015-10-11|2015-10-11|2017-12-21|0|22944|6|1|1
1326|7903|7681|20051|t|2015-06-01|2015-10-11|2017-12-21|0|7681|6|1|1
1330|22628|22950|20088|t|2015-06-01|2015-10-11|2017-12-21|0|22950|6|1|1
1293|22568|22886|20088|t|2015-06-01|2015-10-11|2017-12-21|0|22886|6|1|1
1315|22609|22932|20088|t|2015-06-01|2015-10-11|2017-12-21|0|22932|6|1|1
1359|22619|23008|20051|t|2015-06-08|2015-10-11|2017-12-21|0|23008|6|1|1
1320|22524|22938|20088|t|2015-06-01|2015-10-11|2017-12-21|0|22938|6|1|1
1309|22604|22925|20088|t|2015-06-01|2015-10-11|2017-12-21|0|22925|6|1|1
1324|22617|22942|20088|t|2015-06-01|2015-10-11|2017-12-21|0|22942|6|1|1
1333|22633|22955|20088|t|2015-06-02|2015-10-11|2017-12-21|0|22955|6|1|1
1334|22635|22957|20051|t|2015-06-02|2015-10-11|2017-12-21|0|22957|6|1|1
1342|22648|22972|20088|t|2015-06-02|2015-10-11|2017-12-21|0|22972|6|1|1
1343|22650|22974|20088|t|2015-06-02|2015-10-11|2017-12-21|0|22974|6|1|1
1339|10061|9486|20051|t|2015-06-02|2015-10-11|2017-12-21|0|9486|6|1|1
1344|22654|22977|20088|t|2015-06-02|2015-10-11|2017-12-21|0|22977|6|1|1
1340|22646|22969|20088|t|2015-06-03|2015-10-11|2017-12-21|0|22969|6|1|1
1284|22541|22860|20088|t|2015-06-03|2015-10-11|2017-12-21|0|22860|6|1|1
1286|7940|7722|20051|t|2015-06-03|2015-10-11|2017-12-21|0|7722|6|1|1
1338|22644|22968|20088|t|2015-06-04|2015-10-11|2017-12-21|0|22968|6|1|1
1336|22642|22963|20088|t|2015-06-04|2015-10-11|2017-12-21|0|22963|6|1|1
1348|22623|22992|20088|t|2015-06-04|2015-10-11|2017-12-21|0|22992|6|1|1
1332|22631|22953|20088|t|2015-06-01|2015-10-11|2017-12-21|0|22953|6|1|1
1341|22645|22970|20088|t|2015-06-04|2015-10-11|2017-12-21|0|22970|6|1|1
1307|22599|22921|20088|t|2015-06-04|2015-10-11|2017-12-21|0|22921|6|1|1
1335|22636|22958|20060|t|2015-06-05|2015-10-11|2017-12-21|0|22958|6|1|1
1350|7958|7744|20051|t|2015-06-07|2015-10-11|2017-12-21|0|7744|6|1|1
1353|6487|7736|20051|t|2015-06-08|2015-10-11|2017-12-21|0|7736|6|1|1
1289|6428|7754|20051|t|2015-06-08|2015-10-11|2017-12-21|0|7754|6|1|1
1351|22677|23002|20049|t|2015-06-08|2015-10-11|2017-12-21|0|23002|6|1|1
1355|7941|7724|20051|t|2015-06-08|2015-10-11|2017-12-21|0|7724|6|1|1
1280|6411|7741|20051|t|2015-06-08|2015-10-11|2017-12-21|0|7741|6|1|1
1358|6455|7753|20051|t|2015-06-08|2015-10-11|2017-12-21|0|7753|6|1|1
1354|7931|7714|20051|t|2015-06-08|2015-10-11|2017-12-21|0|7714|6|1|1
1349|22668|22993|20051|t|2015-06-08|2015-10-11|2017-12-21|0|22993|6|1|1
1357|7944|7727|20051|t|2015-06-09|2015-10-11|2017-12-21|0|7727|6|1|1
1345|22664|22987|20088|t|2015-06-09|2015-10-11|2017-12-21|0|22987|6|1|1
1356|7917|7697|20051|t|2015-06-10|2015-10-11|2017-12-21|0|7697|6|1|1
4844|25562|26539|20262|t|2017-05-29|2017-12-21|2017-12-21|-4500|26539|1|3|1
1363|22592|23015|20050|t|2015-06-11|2015-10-11|2017-12-21|0|23015|6|1|1
1377|22749|23077|20049|t|2015-06-15|2015-10-11|2017-12-21|0|23077|6|1|1
1379|22771|23106|20060|t|2015-06-15|2015-10-11|2017-12-21|0|23106|6|1|1
915|21714|21879|20049|t|2015-06-15|2015-10-11|2017-12-21|0|21879|6|1|1
1347|22666|22990|20066|t|2015-06-16|2015-10-11|2017-12-21|0|22990|6|1|1
852|21587|21733|20049|t|2015-06-16|2015-10-11|2017-12-21|0|21733|6|1|1
1369|22719|23044|20050|t|2015-06-17|2015-10-11|2017-12-21|0|23044|6|1|1
895|20448|20474|20049|t|2015-06-17|2015-10-11|2017-12-21|0|20474|6|1|1
1371|22725|23052|20050|t|2015-06-17|2015-10-11|2017-12-21|0|23052|6|1|1
1305|21704|22914|20050|t|2015-06-17|2015-10-11|2017-12-21|0|22914|6|1|1
1387|22851|23177|20050|t|2015-06-17|2015-10-11|2017-12-21|0|23177|6|1|1
1388|21628|23190|20050|t|2015-06-17|2015-10-11|2017-12-21|0|23190|6|1|1
1331|11035|22928|20050|t|2015-06-18|2015-10-11|2017-12-21|0|22928|6|1|1
1391|22875|23204|20050|t|2015-06-18|2015-10-11|2017-12-21|0|23204|6|1|1
1393|21756|23208|20050|f|2015-10-11|2015-10-11|2017-12-21|0|23208|6|1|1
1392|22878|23207|20050|t|2015-06-18|2015-10-11|2017-12-21|0|23207|6|1|1
1394|22881|23213|20050|t|2015-06-18|2015-10-11|2017-12-21|0|23213|6|1|1
1346|22665|22988|20050|t|2015-06-19|2015-10-11|2017-12-21|0|22988|6|1|1
1312|9530|22929|20050|t|2015-06-19|2015-10-11|2017-12-21|0|22929|6|1|1
1383|22833|23161|20050|t|2015-06-19|2015-10-11|2017-12-21|0|23161|6|1|1
1398|22915|23259|20050|t|2015-06-22|2015-10-11|2017-12-21|0|23259|6|1|1
1382|22778|23111|20049|t|2015-06-22|2015-10-11|2017-12-21|0|23111|6|1|1
1373|9614|23057|20050|t|2015-06-23|2015-10-11|2017-12-21|0|23057|6|1|1
1368|22718|23045|20050|t|2015-06-30|2015-10-11|2017-12-21|0|23045|6|1|1
1375|22740|23067|20050|t|2015-06-30|2015-10-11|2017-12-21|0|23067|6|1|1
1366|22686|23013|20069|t|2015-07-06|2015-10-11|2017-12-21|0|23013|6|1|1
1365|22686|23012|20069|t|2015-07-06|2015-10-11|2017-12-21|0|23012|6|1|1
1364|22686|23011|20069|t|2015-07-06|2015-10-11|2017-12-21|0|23011|6|1|1
1337|22643|22966|20069|t|2015-07-08|2015-10-11|2017-12-21|0|22966|6|1|1
1301|3416|3421|20068|t|2015-07-09|2015-10-11|2017-12-21|0|3421|6|1|1
1300|3416|9128|20068|t|2015-07-09|2015-10-11|2017-12-21|0|9128|6|1|1
1378|22770|23105|20068|t|2015-07-15|2015-10-11|2017-12-21|0|23105|6|1|1
1401|9133|8693|20069|t|2015-07-08|2015-10-11|2017-12-21|0|8693|6|1|1
1384|22835|23163|20068|t|2015-06-29|2015-10-11|2017-12-21|0|23163|6|1|1
1252|20553|20594|20068|t|2015-07-15|2015-10-11|2017-12-21|0|20594|6|1|1
1304|20562|20601|20068|t|2015-05-30|2015-10-11|2017-12-21|0|20601|6|1|1
1317|22612|22935|20069|t|2015-06-15|2015-10-11|2017-12-21|0|22935|6|1|1
1367|22701|23027|20069|t|2015-06-29|2015-10-11|2017-12-21|0|23027|6|1|1
1381|20551|20592|20068|t|2015-07-16|2015-10-11|2017-12-21|0|20592|6|1|1
1380|20551|20591|20068|t|2015-07-16|2015-10-11|2017-12-21|0|20591|6|1|1
1285|22546|22865|20069|t|2015-07-20|2015-10-11|2017-12-21|0|22865|6|1|1
1386|20552|20593|20068|t|2015-07-22|2015-10-11|2017-12-21|0|20593|6|1|1
1264|8212|7935|20068|t|2015-07-23|2015-10-11|2017-12-21|0|7935|6|1|1
1374|21162|21271|20060|t|2015-06-24|2015-10-11|2017-12-21|0|21271|6|1|1
1404|22941|23286|20050|t|2015-06-25|2015-10-11|2017-12-21|0|23286|6|1|1
1410|21107|21214|20060|f|2015-10-11|2015-10-11|2017-12-21|0|21214|6|1|1
1402|22932|23276|20068|t|2015-06-29|2015-10-11|2017-12-21|0|23276|6|1|1
1419|22967|23307|20066|t|2015-06-29|2015-10-11|2017-12-21|0|23307|6|1|1
1424|22980|23318|20050|t|2015-06-30|2015-10-11|2017-12-21|0|23318|6|1|1
1417|4954|23298|20069|t|2015-06-30|2015-10-11|2017-12-21|0|23298|6|1|1
1421|22969|23309|20050|t|2015-06-30|2015-10-11|2017-12-21|0|23309|6|1|1
1425|22982|23320|20050|t|2015-06-30|2015-10-11|2017-12-21|0|23320|6|1|1
696|21133|21241|20066|t|2015-06-30|2015-10-11|2017-12-21|0|21241|6|1|1
680|21118|21224|20066|t|2015-06-30|2015-10-11|2017-12-21|0|21224|6|1|1
1414|22935|23280|20068|t|2015-07-01|2015-10-11|2017-12-21|0|23280|6|1|1
1413|22935|23293|20068|t|2015-07-01|2015-10-11|2017-12-21|0|23293|6|1|1
743|21176|21286|20066|t|2015-07-01|2015-10-11|2017-12-21|0|21286|6|1|1
748|21179|21290|20066|t|2015-07-02|2015-10-11|2017-12-21|0|21290|6|1|1
762|9822|9307|20068|t|2015-07-02|2015-10-11|2017-12-21|0|9307|6|1|1
1409|22943|23290|20069|t|2015-07-02|2015-10-11|2017-12-21|0|23290|6|1|1
1433|23013|23351|20066|f|2015-10-11|2015-10-11|2017-12-21|0|23351|6|1|1
1432|23011|23349|20066|t|2015-07-02|2015-10-11|2017-12-21|0|23349|6|1|1
740|21100|21283|20066|t|2015-07-03|2015-10-11|2017-12-21|0|21283|6|1|1
757|21186|21297|20066|t|2015-07-06|2015-10-11|2017-12-21|0|21297|6|1|1
775|21224|21335|20066|t|2015-07-06|2015-10-11|2017-12-21|0|21335|6|1|1
1437|21171|23363|20066|t|2015-07-06|2015-10-11|2017-12-21|0|23363|6|1|1
1438|20564|23364|20068|f|2015-10-11|2015-10-11|2017-12-21|0|23364|6|1|1
849|21456|21723|20066|t|2015-07-06|2015-10-11|2017-12-21|0|21723|6|1|1
1440|23026|23365|20066|f|2015-10-11|2015-10-11|2017-12-21|0|23365|6|1|1
742|21175|21285|20066|t|2015-07-07|2015-10-11|2017-12-21|0|21285|6|1|1
889|21544|21721|20066|t|2015-07-08|2015-10-11|2017-12-21|0|21721|6|1|1
836|20252|20256|20069|t|2015-07-08|2015-10-11|2017-12-21|0|20256|6|1|1
1446|23030|23370|20066|t|2015-07-08|2015-10-11|2017-12-21|0|23370|6|1|1
712|21144|21255|20066|t|2015-07-09|2015-10-11|2017-12-21|0|21255|6|1|1
822|9778|9263|20068|t|2015-07-10|2015-10-11|2017-12-21|0|9263|6|1|1
821|9778|9264|20068|t|2015-07-10|2015-10-11|2017-12-21|0|9264|6|1|1
1447|23032|23372|20069|t|2015-07-14|2015-10-11|2017-12-21|0|23372|6|1|1
1453|7876|7666|20068|f|2015-10-11|2015-10-11|2017-12-21|0|7666|6|1|1
1455|1856|1805|20068|f|2015-10-11|2015-10-11|2017-12-21|0|1805|6|1|1
1427|22311|22668|20069|t|2015-07-13|2015-10-11|2017-12-21|0|22668|6|1|1
1444|23028|23368|20069|t|2015-07-13|2015-10-11|2017-12-21|0|23368|6|1|1
1456|9643|9143|20068|t|2015-07-16|2015-10-11|2017-12-21|0|9143|6|1|1
1429|23005|23343|20069|t|2015-07-11|2015-10-11|2017-12-21|0|23343|6|1|1
1450|7079|6918|20069|t|2015-07-14|2015-10-11|2017-12-21|0|6918|6|1|1
1454|22942|23288|20069|t|2015-06-23|2015-10-11|2017-12-21|0|23288|6|1|1
1451|9643|9367|20069|t|2015-07-16|2015-10-11|2017-12-21|0|9367|6|1|1
1423|22978|23317|20068|t|2015-07-16|2015-10-11|2017-12-21|0|23317|6|1|1
1460|23044|23380|20069|t|2015-07-18|2015-10-11|2017-12-21|0|23380|6|1|1
1445|23029|23369|20068|t|2015-07-20|2015-10-11|2017-12-21|0|23369|6|1|1
1439|20564|20605|20068|t|2015-07-20|2015-10-11|2017-12-21|0|20605|6|1|1
1428|9673|9167|20068|t|2015-07-20|2015-10-11|2017-12-21|0|9167|6|1|1
4845|25549|26526|20262|t|2017-05-30|2017-12-21|2017-12-21|-4500|26526|1|3|1
1443|5528|8702|20069|t|2015-07-20|2015-10-11|2017-12-21|0|8702|6|1|1
1461|23047|23382|20068|f|2015-10-11|2015-10-11|2017-12-21|0|23382|6|1|1
1459|7862|7654|20069|t|2015-07-24|2015-10-11|2017-12-21|0|7654|6|1|1
1458|7862|7655|20068|t|2015-07-24|2015-10-11|2017-12-21|0|7655|6|1|1
1476|6480|7695|20094|t|2015-08-14|2015-10-11|2017-12-21|0|7695|6|1|1
1471|6376|6249|20094|t|2015-08-15|2015-10-11|2017-12-21|0|6249|6|1|1
1491|6385|6258|20094|t|2015-08-18|2015-10-11|2017-12-21|0|6258|6|1|1
1493|7973|7752|20094|t|2015-08-18|2015-10-11|2017-12-21|0|7752|6|1|1
1495|7921|7701|20094|f|2015-10-11|2015-10-11|2017-12-21|0|7701|6|1|1
1496|7900|7677|20094|f|2015-10-11|2015-10-11|2017-12-21|0|7677|6|1|1
1499|7966|7746|20094|t|2015-08-21|2015-10-11|2017-12-21|0|7746|6|1|1
1498|23065|23395|20094|t|2015-08-21|2015-10-11|2017-12-21|0|23395|6|1|1
1497|7934|7717|20094|t|2015-08-21|2015-10-11|2017-12-21|0|7717|6|1|1
1466|6371|6245|20094|t|2015-08-25|2015-10-11|2017-12-21|0|6245|6|1|1
1504|7924|7706|20094|t|2015-08-26|2015-10-11|2017-12-21|0|7706|6|1|1
1501|6399|6272|20094|t|2015-08-29|2015-10-11|2017-12-21|0|6272|6|1|1
1514|7909|7687|20094|t|2015-08-31|2015-10-11|2017-12-21|0|7687|6|1|1
1526|9605|9109|20094|f|2015-10-11|2015-10-11|2017-12-21|0|9109|6|1|1
1529|23128|23472|20101|t|2015-09-23|2015-10-11|2017-12-21|0|23472|6|1|1
1541|23140|23486|20101|t|2015-09-25|2015-10-11|2017-12-21|0|23486|6|1|1
1505|7913|7691|20094|t|2015-09-20|2015-10-11|2017-12-21|0|7691|6|1|1
1534|6567|23475|20101|t|2015-09-04|2015-10-11|2017-12-21|0|23475|6|1|1
1537|20614|23477|20094|t|2015-09-04|2015-10-11|2017-12-21|0|23477|6|1|1
1516|9566|9064|20094|t|2015-09-04|2015-10-11|2017-12-21|0|9064|6|1|1
1540|6461|6332|20094|t|2015-08-28|2015-10-11|2017-12-21|0|6332|6|1|1
1467|23056|23387|20094|t|2015-09-07|2015-10-11|2017-12-21|0|23387|6|1|1
1463|23052|23384|20094|t|2015-09-07|2015-10-11|2017-12-21|0|23384|6|1|1
1468|23052|23385|20094|t|2015-09-07|2015-10-11|2017-12-21|0|23385|6|1|1
1475|6407|6280|20094|t|2015-09-09|2015-10-11|2017-12-21|0|6280|6|1|1
1536|6488|6362|20094|t|2015-09-10|2015-10-11|2017-12-21|0|6362|6|1|1
1488|23061|23392|20094|t|2015-09-02|2015-10-11|2017-12-21|0|23392|6|1|1
1474|3462|3462|20094|t|2015-09-09|2015-10-11|2017-12-21|0|3462|6|1|1
1503|7944|7727|20094|t|2015-08-26|2015-10-11|2017-12-21|0|7727|6|1|1
1473|8003|7771|20094|t|2015-08-31|2015-10-11|2017-12-21|0|7771|6|1|1
1509|23117|23457|20094|t|2015-09-11|2015-10-11|2017-12-21|0|23457|6|1|1
1508|6500|6374|20094|t|2015-09-11|2015-10-11|2017-12-21|0|6374|6|1|1
1481|23057|23388|20094|t|2015-09-11|2015-10-11|2017-12-21|0|23388|6|1|1
1487|23060|23391|20094|t|2015-09-11|2015-10-11|2017-12-21|0|23391|6|1|1
1483|23058|23389|20094|t|2015-09-11|2015-10-11|2017-12-21|0|23389|6|1|1
1484|23059|23390|20094|t|2015-09-11|2015-10-11|2017-12-21|0|23390|6|1|1
1489|9522|9022|20094|t|2015-09-11|2015-10-11|2017-12-21|0|9022|6|1|1
1515|23119|23459|20094|t|2015-09-02|2015-10-11|2017-12-21|0|23459|6|1|1
1486|6432|6304|20094|t|2015-09-10|2015-10-11|2017-12-21|0|6304|6|1|1
1482|7957|7743|20094|t|2015-09-11|2015-10-11|2017-12-21|0|7743|6|1|1
1492|6401|6275|20094|t|2015-09-10|2015-10-11|2017-12-21|0|6275|6|1|1
1462|6381|6254|20094|t|2015-09-14|2015-10-11|2017-12-21|0|6254|6|1|1
1512|23107|23445|20101|t|2015-09-14|2015-10-11|2017-12-21|0|23445|6|1|1
1545|9946|20701|20110|t|2015-09-17|2015-10-11|2017-12-21|0|20701|6|1|1
1546|9946|9407|20110|t|2015-09-17|2015-10-11|2017-12-21|0|9407|6|1|1
1524|23124|23467|20101|t|2015-09-18|2015-10-11|2017-12-21|0|23467|6|1|1
1502|23091|23423|20094|t|2015-09-20|2015-10-11|2017-12-21|0|23423|6|1|1
1511|23118|23458|20101|t|2015-09-23|2015-10-11|2017-12-21|0|23458|6|1|1
1549|8170|23493|20101|t|2015-09-24|2015-10-11|2017-12-21|0|23493|6|1|1
1550|23145|23494|20101|t|2015-09-24|2015-10-11|2017-12-21|0|23494|6|1|1
1553|22119|23497|20101|t|2015-09-25|2015-10-11|2017-12-21|0|23497|6|1|1
1548|23144|23492|20101|t|2015-09-25|2015-10-11|2017-12-21|0|23492|6|1|1
1544|8178|23491|20101|t|2015-09-25|2015-10-11|2017-12-21|0|23491|6|1|1
1543|23141|23488|20101|t|2015-09-25|2015-10-11|2017-12-21|0|23488|6|1|1
1517|6528|23460|20101|t|2015-09-03|2015-10-11|2017-12-21|0|23460|6|1|1
1538|23133|23480|20101|t|2015-09-25|2015-10-11|2017-12-21|0|23480|6|1|1
1532|23129|23473|20101|t|2015-09-25|2015-10-11|2017-12-21|0|23473|6|1|1
1530|1294|1211|20101|t|2015-09-25|2015-10-11|2017-12-21|0|1211|6|1|1
1528|23127|23471|20101|t|2015-09-25|2015-10-11|2017-12-21|0|23471|6|1|1
1527|23125|23469|20101|t|2015-09-25|2015-10-11|2017-12-21|0|23469|6|1|1
1525|10129|23468|20101|t|2015-09-25|2015-10-11|2017-12-21|0|23468|6|1|1
1522|23122|23465|20101|t|2015-09-25|2015-10-11|2017-12-21|0|23465|6|1|1
1521|10271|23464|20101|t|2015-09-25|2015-10-11|2017-12-21|0|23464|6|1|1
1519|4988|23462|20101|t|2015-09-25|2015-10-11|2017-12-21|0|23462|6|1|1
1518|23120|23461|20101|t|2015-09-25|2015-10-11|2017-12-21|0|23461|6|1|1
1513|23108|23446|20101|t|2015-09-25|2015-10-11|2017-12-21|0|23446|6|1|1
1510|23116|23456|20101|t|2015-09-25|2015-10-11|2017-12-21|0|23456|6|1|1
1539|23136|23483|20101|t|2015-09-26|2015-10-11|2017-12-21|0|23483|6|1|1
1552|20868|23496|20101|t|2015-09-30|2015-10-11|2017-12-21|0|23496|6|1|1
1533|10088|23474|20101|t|2015-09-30|2015-10-11|2017-12-21|0|23474|6|1|1
1523|23123|23466|20101|t|2015-09-30|2015-10-11|2017-12-21|0|23466|6|1|1
1478|7323|7678|20094|t|2015-09-07|2015-10-11|2017-12-21|0|7678|6|1|1
1568|10063|9489|20110|f|2015-10-11|2015-10-11|2017-12-21|0|9489|6|1|1
1571|10063|9490|20110|f|2015-10-11|2015-10-11|2017-12-21|0|9490|6|1|1
1579|23156|23523|20110|f|2015-10-11|2015-10-11|2017-12-21|0|23523|6|1|1
1699|20604|23592|20105|t|2015-10-01|2015-10-11|2017-12-21|0|23592|6|1|1
1598|20655|20696|20110|f|2015-10-11|2015-10-11|2017-12-21|0|20696|6|1|1
1599|1312|1229|20101|t|2015-09-08|2015-10-11|2017-12-21|0|1229|6|1|1
1464|7916|7696|20094|t|2015-09-09|2015-10-11|2017-12-21|0|7696|6|1|1
1609|10042|9471|20110|f|2015-10-11|2015-10-11|2017-12-21|0|9471|6|1|1
1611|10042|23541|20110|f|2015-10-11|2015-10-11|2017-12-21|0|23541|6|1|1
1612|23173|23542|20094|f|2015-10-11|2015-10-11|2017-12-21|0|23542|6|1|1
1613|23171|23543|20105|f|2015-10-11|2015-10-11|2017-12-21|0|23543|6|1|1
1617|20629|23546|20105|f|2015-10-11|2015-10-11|2017-12-21|0|23546|6|1|1
1619|20629|20664|20106|f|2015-10-11|2015-10-11|2017-12-21|0|20664|6|1|1
1620|10312|9740|20110|f|2015-10-11|2015-10-11|2017-12-21|0|9740|6|1|1
1624|9970|20692|20110|f|2015-10-11|2015-10-11|2017-12-21|0|20692|6|1|1
4846|25564|26541|20262|t|2017-05-26|2017-12-21|2017-12-21|-4500|26541|1|3|1
1623|23177|23550|20094|t|2015-09-11|2015-10-11|2017-12-21|0|23550|6|1|1
1622|23176|23548|20101|t|2015-09-11|2015-10-11|2017-12-21|0|23548|6|1|1
1601|23163|23530|20094|t|2015-09-11|2015-10-11|2017-12-21|0|23530|6|1|1
1630|6426|6299|20094|f|2015-10-11|2015-10-11|2017-12-21|0|6299|6|1|1
1608|7953|23540|20105|t|2015-10-08|2015-10-11|2017-12-21|0|23540|6|1|1
